2024-09-18,84,майонез,529,1089
2024-07-22,240,капуста,227,4318
2024-02-06,493,лук,705,6730
2024-01-08,367,макароны,338,7482
2024-09-03,301,растительное масло,1,8440
2024-01-21,155,растительное масло,774,5850
2024-06-22,40,растительное масло,23,5857
2024-04-05,703,капуста,291,6201
2024-01-23,272,томатная паста,756,2818
2024-02-25,180,картофель,59,2311
2024-09-09,848,бобы,915,7448
2024-02-05,54,томатная паста,564,8919
2024-09-11,331,майонез,316,5159
2024-08-30,595,лук,177,3386
2024-10-08,464,капуста,802,5603
2024-07-16,566,растительное масло,58,6751
2024-08-16,213,сахар,432,826
2024-08-18,163,мука,371,3266
2024-03-19,409,бобы,547,5423
2024-05-07,98,макароны,125,8375
2024-04-20,246,лук,458,2812
2024-03-27,433,мясо,609,9436
2024-08-09,546,капуста,604,5748
2024-02-24,755,мясо,602,1265
2024-07-29,660,макароны,466,8409
2024-08-25,180,сахар,435,50
2024-05-15,859,уксус,47,9916
2024-07-31,197,яблоки,547,2606
2024-05-25,311,макароны,32,9897
2024-03-12,0,рис,271,4466
2024-06-26,232,майонез,326,296
2024-02-27,471,овсянка,551,9869
2024-01-09,130,майонез,609,9341
2024-10-09,649,майонез,98,8661
2024-06-25,916,мясо,555,108
2024-04-11,466,томатная паста,370,3864
2024-07-19,698,уксус,882,4895
2024-07-30,679,мясо,747,785
2024-03-19,558,сливочное масло,624,1590
2024-09-27,311,яблоки,8,5375
2024-08-02,860,бобы,752,5096
2024-08-24,598,растительное масло,466,2563
2024-10-03,538,лук,767,592
2024-09-21,930,овсянка,223,5213
2024-04-16,946,рис,306,5588
2024-07-21,840,бобы,434,1755
2024-04-05,816,томатная паста,991,4107
2024-08-06,98,майонез,204,4715
2024-03-24,768,мука,899,1125
2024-04-30,500,лук,499,7821
2024-05-29,951,макароны,732,8909
2024-04-04,892,мясо,87,6990
2024-02-22,467,лук,372,6680
2024-07-04,632,уксус,857,3716
2024-05-12,649,майонез,117,9301
2024-10-10,271,сахар,220,1787
2024-01-19,742,уксус,482,7573
2024-09-14,239,рис,402,6792
2024-07-09,725,бобы,779,9876
2024-04-11,392,лук,77,3269
2024-07-23,37,растительное масло,170,2595
2024-06-30,536,мясо,240,6257
2024-09-01,827,сливочное масло,195,6434
2024-04-14,477,картофель,811,3551
2024-03-16,163,лук,648,5801
2024-07-15,909,растительное масло,171,7559
2024-09-03,567,макароны,469,7771
2024-07-01,979,картофель,466,8003
2024-02-27,401,рис,253,2407
2024-07-12,570,яблоки,990,6636
2024-06-26,249,лук,192,1137
2024-05-06,964,сливочное масло,273,5252
2024-02-18,856,растительное масло,327,4611
2024-10-02,735,уксус,374,7706
2024-02-21,643,сахар,442,587
2024-06-03,751,яблоки,208,3408
2024-03-29,991,картофель,53,9842
2024-08-23,76,майонез,358,3177
2024-02-18,225,капуста,168,4013
2024-05-07,563,овсянка,362,5604
2024-08-13,140,макароны,359,2852
2024-03-19,952,рис,800,4637
2024-02-18,545,овсянка,845,9704
2024-01-28,544,капуста,497,4955
2024-03-25,450,овсянка,103,2987
2024-04-06,956,картофель,961,7805
2024-01-16,11,уксус,936,1420
2024-03-25,952,бобы,657,3075
2024-05-07,613,макароны,295,7719
2024-03-23,442,бобы,769,4089
2024-03-14,804,сливочное масло,950,2368
2024-05-26,48,сахар,556,2181
2024-06-23,464,мука,327,1592
2024-03-19,478,майонез,629,9075
2024-08-27,953,лук,497,8780
2024-08-03,868,сахар,689,6298
2024-02-21,746,бобы,244,4725
2024-06-18,666,майонез,682,3419
2024-05-10,329,майонез,647,7816
2024-05-03,226,рис,735,7521
2024-06-28,372,картофель,29,7414
2024-04-17,830,уксус,810,4061
2024-01-19,678,сахар,416,8884
2024-06-22,182,уксус,506,597
2024-03-21,648,растительное масло,607,8504
2024-08-09,688,овсянка,790,8064
2024-07-30,629,овсянка,363,1281
2024-01-30,752,уксус,831,2879
2024-01-05,646,лук,19,6807
2024-05-06,620,макароны,172,2184
2024-09-30,211,бобы,381,1858
2024-03-21,182,томатная паста,873,1868
2024-08-04,372,мука,935,2034
2024-09-12,305,лук,354,2410
2024-05-13,301,овсянка,543,2758
2024-07-21,755,сахар,203,4449
2024-06-11,0,томатная паста,465,1208
2024-07-15,621,бобы,614,8278
2024-02-23,694,сливочное масло,955,2081
2024-04-22,344,капуста,812,6936
2024-04-27,683,макароны,494,4595
2024-04-01,656,сливочное масло,686,3661
2024-08-23,799,капуста,790,6178
2024-06-18,178,лук,731,5128
2024-07-25,112,овсянка,704,8557
