2024-02-07,211,яблоки,575,2983
2024-07-31,146,капуста,796,3148
2024-01-20,966,макароны,955,9452
2024-05-26,970,яблоки,687,5867
2024-08-12,742,сахар,152,8913
2024-05-02,470,лук,132,1993
2024-06-05,936,макароны,840,9294
2024-01-06,36,макароны,159,2682
2024-01-27,734,рис,652,3292
2024-02-04,503,уксус,241,1806
2024-09-21,88,растительное масло,207,7457
2024-08-02,702,макароны,207,4437
2024-05-24,999,растительное масло,825,274
2024-09-03,608,макароны,504,2096
2024-02-24,969,рис,106,9384
2024-07-26,50,уксус,180,605
2024-05-19,548,майонез,108,136
2024-06-29,218,растительное масло,333,5553
2024-07-11,940,макароны,456,9948
2024-07-20,812,капуста,747,1824
2024-08-31,984,бобы,676,6572
2024-09-23,684,бобы,385,131
2024-04-14,247,яблоки,87,1642
2024-04-02,4,лук,534,1876
2024-07-07,825,лук,337,4270
2024-08-18,380,уксус,613,5902
2024-07-28,642,лук,79,4563
2024-02-13,448,бобы,425,1747
2024-03-21,67,растительное масло,607,631
2024-05-25,825,сахар,402,4181
2024-01-09,581,уксус,547,1650
2024-01-09,855,капуста,483,2751
2024-08-27,390,сахар,308,4117
2024-01-22,458,макароны,663,9803
2024-02-17,332,бобы,397,7422
2024-03-31,540,сахар,855,3713
2024-06-19,195,яблоки,320,4952
2024-02-28,82,лук,917,8210
2024-09-06,274,бобы,503,9902
2024-10-06,156,лук,59,2237
2024-09-14,222,бобы,87,9621
2024-10-08,290,рис,986,1348
2024-08-30,916,бобы,485,9742
2024-10-04,526,уксус,500,8313
2024-03-22,916,сахар,877,1708
2024-02-25,716,майонез,28,7732
2024-05-02,832,майонез,709,9708
2024-01-22,33,макароны,492,7902
2024-09-06,780,мука,50,544
2024-02-21,666,яблоки,582,5242
2024-01-21,273,майонез,355,8848
2024-04-11,757,уксус,217,2137
2024-01-08,722,мясо,828,6818
2024-10-13,582,мука,586,1887
2024-03-04,465,картофель,912,2613
2024-02-12,796,сливочное масло,48,5086
2024-03-22,254,майонез,350,3819
2024-07-16,385,рис,809,2975
2024-08-18,814,макароны,167,7931
2024-07-26,808,макароны,656,6802
2024-06-05,228,томатная паста,673,2651
2024-04-17,222,рис,583,6826
2024-03-23,998,рис,773,7975
2024-03-21,253,томатная паста,888,6634
2024-01-06,659,бобы,890,6654
2024-04-09,424,овсянка,778,3263
2024-09-03,220,растительное масло,394,944
2024-03-03,837,сливочное масло,537,3909
2024-04-24,717,томатная паста,605,4782
2024-09-12,694,томатная паста,155,6352
2024-05-02,967,овсянка,301,1684
2024-02-04,661,сливочное масло,603,6463
2024-08-29,258,картофель,129,5808
2024-03-30,752,мясо,574,1155
2024-01-26,446,мука,360,6916
2024-08-27,681,томатная паста,179,5347
2024-05-02,162,картофель,995,5445
2024-04-30,375,майонез,258,836
2024-08-13,984,мука,195,7465
2024-06-14,657,яблоки,958,4155
2024-07-02,906,сахар,188,6411
2024-08-01,691,сливочное масло,185,9279
2024-10-04,890,сливочное масло,119,6090
2024-08-31,761,лук,684,3501
2024-08-09,121,уксус,115,6036
2024-02-05,557,сахар,487,9456
2024-01-12,891,капуста,524,7024
2024-01-28,686,мясо,266,7153
2024-06-04,795,мука,168,3650
2024-05-17,710,мука,711,997
2024-07-06,901,растительное масло,967,9944
2024-09-28,395,капуста,128,9109
2024-08-10,388,рис,842,2335
2024-03-27,358,капуста,918,4695
2024-06-11,640,яблоки,974,7910
2024-06-30,299,макароны,940,9547
2024-05-15,610,уксус,264,8271
2024-04-24,387,майонез,953,7197
2024-04-22,666,сливочное масло,335,7850
2024-07-24,571,макароны,424,6672
2024-07-06,917,мука,825,8844
2024-08-27,951,рис,77,3047
2024-04-13,847,макароны,304,1926
2024-02-17,120,мясо,827,9362
2024-07-20,293,сахар,907,5744
2024-08-11,280,сахар,238,383
2024-04-18,218,капуста,682,1425
2024-08-31,172,мука,674,1708
2024-06-30,615,мука,690,7071
2024-02-22,818,бобы,537,627
2024-09-05,4,макароны,116,6168
2024-08-18,898,бобы,164,5265
2024-02-27,810,капуста,128,1357
2024-08-23,559,мясо,854,5641
2024-06-23,645,майонез,506,9430
2024-08-21,9,макароны,310,44
2024-03-31,283,мука,219,2682
2024-01-11,571,сахар,723,4970
2024-07-10,152,рис,52,2297
2024-04-19,801,растительное масло,341,1310
2024-02-07,897,капуста,256,3253
2024-01-21,41,картофель,109,2176
2024-07-19,138,бобы,404,5625
2024-01-05,480,яблоки,126,2575
2024-08-10,883,томатная паста,61,5035
