2024-09-05,90,картофель,232,2231
2024-03-29,409,сахар,428,269
2024-04-29,799,уксус,595,8504
2024-06-11,636,рис,327,5517
2024-07-15,713,майонез,958,9781
2024-01-22,8,капуста,305,2899
2024-02-15,132,лук,924,5566
2024-09-27,479,томатная паста,696,4587
2024-08-21,910,томатная паста,951,3832
2024-01-21,636,сахар,330,8833
2024-04-11,985,овсянка,827,231
2024-04-19,653,томатная паста,146,4067
2024-05-14,184,томатная паста,807,7782
2024-08-26,416,мясо,2,2698
2024-08-02,349,уксус,501,5715
2024-02-29,970,растительное масло,106,7200
2024-07-29,293,капуста,144,5748
2024-07-31,537,сливочное масло,259,2960
2024-06-30,625,лук,850,6116
2024-08-13,244,сахар,716,7076
2024-01-19,52,сахар,830,9599
2024-01-04,871,лук,354,2835
2024-04-07,202,яблоки,159,7019
2024-01-03,319,уксус,72,9861
2024-08-05,185,макароны,517,3904
2024-09-06,715,мясо,337,5208
2024-02-08,792,растительное масло,157,8205
2024-04-24,431,растительное масло,211,1859
2024-04-28,185,мясо,117,1142
2024-10-01,486,яблоки,897,323
2024-06-12,400,яблоки,824,1856
2024-07-10,187,мука,888,2447
2024-05-11,378,лук,510,7110
2024-09-13,960,сахар,638,2526
2024-09-25,699,лук,244,1751
2024-05-06,540,сливочное масло,419,2369
2024-06-29,460,сахар,409,6688
2024-09-12,440,мясо,151,1556
2024-07-17,904,сливочное масло,374,4752
2024-07-02,670,рис,503,8966
2024-07-29,222,мясо,379,4117
2024-03-21,121,бобы,149,419
2024-02-09,883,рис,240,8666
2024-08-29,223,мясо,729,6495
2024-07-07,715,сахар,290,6663
2024-05-01,276,майонез,657,3825
2024-08-22,540,картофель,478,1427
2024-08-02,383,макароны,472,851
2024-01-31,250,мясо,460,4476
2024-08-18,647,растительное масло,762,1750
2024-09-02,781,растительное масло,758,5363
2024-07-24,318,томатная паста,879,9250
2024-08-08,508,рис,226,3726
2024-06-22,277,капуста,567,3724
2024-04-08,483,яблоки,192,8485
2024-09-04,97,мука,192,7252
2024-08-30,373,овсянка,449,1442
2024-09-01,943,лук,71,9391
2024-08-12,929,лук,818,4873
2024-08-29,265,яблоки,386,4354
2024-03-09,177,картофель,791,1968
2024-04-07,200,мука,914,889
2024-08-31,554,капуста,417,6314
2024-02-01,296,сахар,27,449
2024-08-17,985,бобы,288,48
2024-02-24,151,лук,132,1506
2024-07-18,544,мясо,585,3438
2024-03-04,125,овсянка,677,3915
2024-09-25,92,томатная паста,753,5622
2024-06-26,6,капуста,416,7731
2024-09-20,467,картофель,174,7561
2024-08-30,169,яблоки,546,8559
2024-08-05,477,майонез,40,7417
2024-04-13,915,сахар,440,5915
2024-09-13,535,макароны,473,7486
2024-05-28,65,мясо,610,7390
2024-01-28,208,яблоки,784,6395
2024-06-27,441,сахар,955,6159
2024-08-15,799,уксус,578,5393
2024-07-23,849,майонез,942,94
2024-07-19,911,уксус,262,4861
2024-09-05,817,томатная паста,620,9634
2024-10-10,981,мясо,66,6664
2024-09-11,189,растительное масло,475,8645
2024-03-12,192,яблоки,406,463
2024-10-07,701,картофель,976,552
2024-07-15,594,капуста,407,1220
2024-01-28,343,картофель,80,9831
2024-10-14,307,сливочное масло,601,4818
2024-07-06,724,сливочное масло,624,4820
2024-03-31,425,рис,590,4706
2024-06-27,971,сливочное масло,679,5776
2024-04-10,253,рис,98,7680
2024-01-01,331,мука,211,7006
2024-03-14,139,томатная паста,17,8980
2024-01-22,241,растительное масло,412,2245
2024-09-27,173,сахар,845,2455
2024-04-20,842,уксус,354,9857
2024-04-23,672,мясо,960,7988
2024-05-31,200,макароны,572,7467
2024-01-29,819,рис,921,536
2024-02-06,218,сливочное масло,822,5880
2024-09-24,797,рис,995,5209
2024-04-06,732,мука,416,5528
2024-07-07,60,майонез,780,6999
2024-03-20,793,уксус,236,8685
2024-03-16,778,сливочное масло,21,5578
2024-09-09,392,уксус,915,6601
2024-04-03,274,сахар,591,4818
2024-09-22,184,сахар,336,8972
2024-05-01,837,томатная паста,817,1215
2024-03-18,9,мясо,123,2309
2024-03-31,906,томатная паста,315,6853
2024-01-28,508,майонез,353,4864
2024-01-15,666,томатная паста,496,1734
2024-02-19,375,яблоки,880,6133
2024-08-22,106,уксус,48,7361
2024-07-22,524,сливочное масло,627,134
2024-03-05,447,сахар,449,8095
2024-04-26,751,растительное масло,905,4154
2024-01-18,68,томатная паста,669,2386
2024-10-10,516,сахар,285,9546
2024-01-10,162,лук,139,7405
2024-05-05,483,картофель,390,4818
2024-09-11,95,бобы,875,469
