2024-03-17,858,сахар,252,1425
2024-04-19,578,сливочное масло,3,5460
2024-07-01,865,сливочное масло,380,8009
2024-04-14,494,растительное масло,544,6922
2024-02-29,124,овсянка,424,5417
2024-09-04,350,бобы,337,5642
2024-03-23,278,мука,876,5177
2024-08-22,475,растительное масло,643,9245
2024-02-22,165,майонез,571,6406
2024-10-07,583,мясо,548,8191
2024-07-14,49,мука,163,5614
2024-05-26,289,макароны,530,6792
2024-05-21,936,мука,864,4942
2024-06-16,635,сливочное масло,462,2828
2024-10-02,811,овсянка,341,4116
2024-07-09,456,майонез,547,1132
2024-05-23,659,томатная паста,120,9219
2024-03-23,73,яблоки,686,335
2024-03-14,514,растительное масло,241,4535
2024-08-07,991,растительное масло,10,9114
2024-01-11,790,рис,503,1100
2024-06-15,406,бобы,635,345
2024-03-27,424,яблоки,377,3590
2024-08-25,549,сахар,95,730
2024-06-27,557,картофель,174,1149
2024-05-27,724,уксус,458,2875
2024-06-19,41,картофель,357,8094
2024-01-19,680,овсянка,894,6419
2024-07-20,379,капуста,614,3231
2024-02-07,904,картофель,985,961
2024-04-19,357,уксус,503,1109
2024-05-04,209,мука,806,783
2024-03-17,746,томатная паста,655,7277
2024-06-02,481,растительное масло,139,185
2024-08-12,221,рис,829,5919
2024-01-21,882,растительное масло,533,2142
2024-04-15,500,сахар,147,3352
2024-05-26,501,уксус,576,2581
2024-02-27,673,лук,549,9284
2024-01-20,692,майонез,692,9946
2024-01-11,116,сахар,677,762
2024-10-10,459,рис,827,277
2024-07-19,155,овсянка,198,1228
2024-09-11,942,бобы,983,4930
2024-04-01,114,овсянка,638,5932
2024-02-28,138,овсянка,442,3394
2024-04-17,537,яблоки,400,547
2024-06-16,378,растительное масло,964,633
2024-06-03,211,бобы,627,6173
2024-01-19,534,томатная паста,647,3485
2024-05-25,791,растительное масло,39,9794
2024-02-08,231,уксус,230,2071
2024-10-01,644,макароны,498,4897
2024-10-09,500,бобы,440,8552
2024-06-11,582,томатная паста,145,4359
2024-06-20,530,томатная паста,763,9945
2024-01-25,235,сливочное масло,274,5873
2024-02-02,100,майонез,793,342
2024-05-25,475,мясо,298,9654
2024-06-16,448,томатная паста,306,1148
2024-08-16,949,майонез,995,5580
2024-02-24,518,майонез,458,22
2024-01-12,996,бобы,641,8036
2024-03-23,494,лук,112,6818
2024-01-18,479,растительное масло,72,3120
2024-10-01,706,растительное масло,41,7303
2024-05-01,780,сахар,718,9895
2024-07-28,382,сахар,588,9314
2024-08-08,653,мука,204,235
2024-04-24,917,макароны,973,1607
2024-05-01,270,лук,551,7014
2024-04-24,918,томатная паста,281,9507
2024-02-24,296,сливочное масло,696,3393
2024-08-01,218,бобы,773,6710
2024-06-14,460,уксус,237,172
2024-01-06,456,бобы,456,7146
2024-07-10,504,картофель,125,3196
2024-04-29,721,сливочное масло,995,6625
2024-09-09,950,томатная паста,526,5655
2024-02-08,610,яблоки,194,589
2024-07-18,291,томатная паста,936,3069
2024-03-26,678,растительное масло,843,4797
2024-05-04,930,бобы,592,3722
2024-05-04,255,макароны,957,6349
2024-08-19,36,лук,643,1579
2024-05-19,703,капуста,280,3307
2024-03-19,334,томатная паста,190,3718
2024-06-29,595,макароны,795,603
2024-08-27,427,уксус,355,9227
2024-09-01,158,лук,738,5089
2024-03-20,658,майонез,120,5612
2024-08-13,233,картофель,962,6772
2024-10-08,116,капуста,492,1422
2024-09-19,791,растительное масло,383,5262
2024-04-28,318,томатная паста,353,4882
2024-02-05,382,сливочное масло,826,5665
2024-01-14,616,картофель,460,2687
2024-04-18,688,растительное масло,5,7625
2024-04-11,786,сливочное масло,263,8610
2024-02-15,109,картофель,147,5289
2024-08-27,363,майонез,283,8172
2024-10-08,343,бобы,69,8414
2024-01-06,318,майонез,895,555
2024-06-26,621,уксус,749,3552
2024-07-12,268,овсянка,2,7849
2024-04-08,796,мясо,437,5195
2024-10-04,682,томатная паста,944,4444
2024-08-28,921,яблоки,181,2330
2024-06-12,404,картофель,860,9043
2024-04-02,875,сливочное масло,220,8217
2024-10-07,277,томатная паста,538,8823
2024-09-05,460,майонез,447,9305
2024-07-15,680,майонез,758,5404
2024-08-08,435,лук,77,3486
2024-01-08,383,сливочное масло,917,9716
2024-02-18,552,сахар,781,5667
2024-02-25,588,уксус,468,6955
2024-04-06,168,овсянка,384,3926
2024-05-17,222,майонез,175,8494
2024-06-07,7,томатная паста,711,9585
2024-02-25,424,рис,280,5638
2024-10-05,310,уксус,194,7472
2024-05-14,335,макароны,813,6355
2024-03-14,684,мясо,744,6929
2024-10-13,847,томатная паста,21,6204
