2024-05-26,682,картофель,833,2522
2024-08-28,350,яблоки,770,1869
2024-09-11,961,томатная паста,246,3956
2024-07-02,430,рис,919,1085
2024-06-14,915,сливочное масло,459,3510
2024-02-17,376,бобы,596,8664
2024-01-31,109,овсянка,507,1076
2024-03-20,360,растительное масло,808,3103
2024-08-10,920,мука,998,8881
2024-08-08,641,майонез,449,2081
2024-10-05,709,яблоки,450,7304
2024-06-12,941,капуста,238,4953
2024-05-08,706,яблоки,446,7100
2024-02-17,497,картофель,698,2940
2024-08-05,8,яблоки,808,5291
2024-10-02,779,сахар,109,805
2024-03-30,801,яблоки,504,6859
2024-01-02,90,овсянка,885,7858
2024-09-18,556,бобы,13,9349
2024-10-08,603,рис,794,3922
2024-09-28,612,капуста,192,4781
2024-06-30,758,капуста,665,4447
2024-07-16,565,томатная паста,908,1601
2024-07-19,452,лук,668,7048
2024-04-10,888,томатная паста,756,5077
2024-09-29,372,растительное масло,806,9848
2024-09-15,439,овсянка,839,4546
2024-08-07,204,картофель,425,4021
2024-01-02,710,сахар,297,2558
2024-05-03,240,сливочное масло,669,1145
2024-05-05,487,рис,610,3233
2024-06-22,27,макароны,420,6927
2024-01-22,799,макароны,864,2911
2024-03-18,50,растительное масло,405,8927
2024-06-15,520,бобы,628,4396
2024-03-30,834,мясо,104,3128
2024-04-23,190,мясо,437,2861
2024-06-06,233,макароны,870,3100
2024-07-23,119,растительное масло,425,6508
2024-05-29,475,овсянка,433,7666
2024-04-01,28,сливочное масло,432,3253
2024-01-19,729,рис,93,8215
2024-03-02,250,лук,751,7196
2024-07-10,284,уксус,41,5335
2024-01-05,875,уксус,103,8500
2024-07-25,266,уксус,865,5667
2024-01-27,949,капуста,849,7160
2024-08-29,595,майонез,698,5844
2024-07-17,901,сахар,875,4587
2024-09-12,988,растительное масло,85,7712
2024-04-01,902,мясо,977,5105
2024-02-12,869,майонез,630,3325
2024-09-19,605,рис,310,7362
2024-03-10,730,овсянка,146,454
2024-03-29,901,сахар,163,6941
2024-07-07,650,растительное масло,82,8181
2024-10-04,551,уксус,81,9393
2024-03-24,497,бобы,309,4300
2024-04-23,116,овсянка,6,5942
2024-08-25,419,макароны,194,5743
2024-01-22,565,капуста,914,9966
2024-03-29,935,лук,183,972
2024-09-21,547,мука,982,5574
2024-03-22,436,уксус,465,4648
2024-04-24,907,растительное масло,718,3986
2024-09-03,794,овсянка,387,3748
2024-02-27,429,сахар,98,3725
2024-09-18,179,мясо,63,3091
2024-06-12,711,мука,75,545
2024-05-24,419,томатная паста,82,1403
2024-01-17,734,овсянка,133,7022
2024-03-12,544,макароны,843,4850
2024-03-30,566,бобы,39,4182
2024-06-12,636,томатная паста,233,270
2024-03-30,787,мясо,631,6218
2024-07-26,204,сахар,471,2287
2024-07-29,806,овсянка,936,9417
2024-08-10,760,сахар,556,7940
2024-07-02,205,капуста,800,850
2024-09-20,264,майонез,879,7970
2024-08-14,420,лук,644,5537
2024-07-31,618,мясо,568,7168
2024-01-23,704,растительное масло,273,5353
2024-03-26,516,мясо,212,1613
2024-07-24,971,овсянка,415,329
2024-08-10,660,томатная паста,192,2247
2024-04-27,113,майонез,189,7656
2024-07-03,514,яблоки,649,760
2024-04-30,938,мука,40,5797
2024-01-06,38,растительное масло,976,9100
2024-10-11,434,яблоки,868,477
2024-07-24,379,мясо,329,3624
2024-09-06,84,бобы,41,6389
2024-06-06,756,рис,99,7620
2024-01-09,142,картофель,549,9132
2024-06-04,31,уксус,14,8028
2024-01-02,630,овсянка,962,7853
2024-05-02,847,сахар,828,511
2024-06-18,551,бобы,629,511
2024-10-06,413,мука,995,3102
2024-10-13,227,лук,61,6487
2024-02-20,891,овсянка,542,6934
2024-03-29,910,бобы,95,3554
2024-07-12,528,мясо,691,3710
2024-05-31,537,овсянка,720,7527
2024-09-04,231,томатная паста,885,3693
2024-08-08,232,мука,262,9178
2024-01-10,480,растительное масло,112,8252
2024-03-26,378,макароны,249,540
2024-01-09,443,картофель,624,588
2024-01-05,913,мясо,394,4662
2024-04-18,36,мясо,535,4610
2024-08-03,787,лук,327,9988
2024-05-29,603,овсянка,505,8353
2024-05-27,693,картофель,850,1125
2024-01-16,814,рис,801,3757
2024-01-14,513,растительное масло,734,4467
2024-09-13,390,капуста,114,2076
2024-08-18,756,уксус,900,7754
2024-06-15,679,лук,13,8300
2024-05-25,878,сахар,226,8027
2024-05-20,653,майонез,721,4174
2024-01-03,738,растительное масло,868,3862
2024-09-04,855,сливочное масло,301,3619
2024-06-27,356,растительное масло,634,846
