2024-05-13,410,сливочное масло,285,1548
2024-07-06,430,бобы,249,2909
2024-01-25,215,майонез,693,1131
2024-06-11,494,картофель,80,5715
2024-09-07,794,рис,809,8482
2024-06-25,311,майонез,284,5146
2024-10-13,292,капуста,907,5996
2024-06-30,593,овсянка,301,5422
2024-03-30,753,картофель,23,3831
2024-03-10,134,растительное масло,995,4740
2024-02-10,901,мясо,57,8662
2024-03-14,813,сахар,786,8988
2024-07-05,303,сахар,949,3299
2024-08-26,911,мука,886,8290
2024-04-13,587,мясо,891,1328
2024-04-21,29,томатная паста,92,993
2024-06-08,90,томатная паста,914,2573
2024-04-01,975,майонез,73,6749
2024-05-04,908,сливочное масло,537,1486
2024-07-23,974,картофель,374,8139
2024-05-18,940,овсянка,644,7357
2024-07-22,339,яблоки,152,176
2024-02-14,251,уксус,482,7045
2024-09-04,457,овсянка,819,4481
2024-06-21,614,уксус,883,7243
2024-06-28,159,рис,569,4693
2024-05-10,29,мука,729,7849
2024-01-31,909,капуста,246,1751
2024-03-24,289,растительное масло,713,645
2024-03-02,391,яблоки,365,4264
2024-03-30,963,томатная паста,843,5248
2024-06-02,346,сахар,757,9099
2024-05-05,271,растительное масло,876,1410
2024-06-05,86,лук,769,6559
2024-01-19,426,майонез,167,2263
2024-03-19,275,растительное масло,94,373
2024-02-22,258,мясо,926,7377
2024-05-31,386,мука,636,2533
2024-03-22,160,томатная паста,302,8457
2024-10-11,252,уксус,629,8186
2024-04-10,582,уксус,20,2042
2024-05-11,778,уксус,100,3543
2024-05-27,320,майонез,232,8167
2024-06-09,334,уксус,290,7895
2024-02-15,488,макароны,967,6336
2024-06-01,595,овсянка,890,6101
2024-07-03,965,мясо,438,6588
2024-01-25,249,макароны,391,5644
2024-06-04,100,капуста,756,8842
2024-08-26,947,лук,516,1614
2024-01-13,112,капуста,699,2586
2024-05-12,263,растительное масло,204,340
2024-05-27,252,мука,342,2391
2024-05-31,788,уксус,494,1196
2024-09-28,412,картофель,466,9122
2024-01-17,219,сахар,807,3537
2024-08-16,81,макароны,476,3934
2024-03-23,129,яблоки,715,9321
2024-02-14,614,томатная паста,46,1167
2024-03-30,347,картофель,541,1716
2024-01-31,232,сахар,440,1479
2024-06-24,124,томатная паста,520,8469
2024-07-11,81,бобы,876,1260
2024-02-02,57,рис,429,927
2024-07-01,983,овсянка,630,5724
2024-08-10,199,мука,969,2570
2024-09-27,417,бобы,384,1158
2024-03-21,635,лук,247,4471
2024-09-04,948,картофель,346,9822
2024-05-08,382,капуста,784,85
2024-04-26,972,уксус,933,1256
2024-10-01,703,рис,378,6422
2024-07-11,965,бобы,121,202
2024-06-30,502,яблоки,43,147
2024-01-22,6,уксус,472,6542
2024-07-06,405,бобы,910,481
2024-10-13,205,растительное масло,553,5597
2024-01-03,168,мука,451,9803
2024-01-10,679,уксус,99,7468
2024-04-09,115,яблоки,284,4479
2024-03-15,37,макароны,546,3192
2024-08-27,290,уксус,400,8327
2024-05-03,980,сливочное масло,600,2003
2024-08-31,425,майонез,28,7773
2024-07-01,262,овсянка,785,956
2024-01-02,642,картофель,930,8290
2024-03-22,109,мука,450,5242
2024-04-10,930,макароны,982,8070
2024-09-04,351,мясо,303,5333
2024-08-04,517,макароны,332,6309
2024-02-07,265,макароны,50,9771
2024-02-29,404,макароны,197,4037
2024-05-19,168,уксус,640,1134
2024-10-09,442,рис,792,8855
2024-02-17,803,сахар,472,5680
2024-07-26,549,майонез,207,7168
2024-02-16,494,бобы,288,4550
2024-06-24,352,майонез,267,8521
2024-06-06,444,лук,785,9441
2024-03-19,211,томатная паста,853,7845
2024-05-02,840,картофель,665,3988
2024-09-29,566,мясо,629,5894
2024-07-02,11,уксус,669,3839
2024-10-05,105,яблоки,291,4733
2024-10-12,880,растительное масло,909,8119
2024-10-05,939,мясо,34,8385
2024-02-07,638,картофель,52,465
2024-06-23,659,томатная паста,715,5513
2024-04-28,205,сливочное масло,687,5005
2024-08-11,542,рис,787,891
2024-02-25,645,мясо,643,8854
2024-04-28,657,майонез,353,2829
2024-06-21,875,томатная паста,634,2215
2024-03-23,448,майонез,530,8758
2024-10-04,497,лук,856,5984
2024-07-30,649,картофель,749,6242
2024-07-25,715,макароны,793,387
2024-02-06,868,лук,42,5055
2024-05-01,926,мясо,535,945
2024-10-02,288,овсянка,498,496
2024-02-07,178,макароны,865,3540
2024-07-26,621,овсянка,702,1293
2024-09-24,791,майонез,579,8259
2024-06-23,24,макароны,253,8942
2024-03-24,160,майонез,27,3106
